"package","class"
"MVCClass","singleModelMVC"
"MVCClass","linkedModelMVC"
"mygene","MyGene"
"myvariant","MyVariant"
"mzID","mzID"
"mzID","mzIDCollection"
"mzR","mzR"
"mzR","mzRpwiz"
"mzR","mzRnetCDF"
"mzR","mzRident"
"NanoStringDiff","NanoStringSet"
"NanoStringNCTools","NanoStringRccSet"
"NanoStringNCTools","SignatureSet"
"NBAMSeq","NBAMSeqDataSet"
"ncdfFlow","ncdfFlowSet"
"ncdfFlow","ncdfFlowList"
"ncGTW","ncGTWparam"
"ncGTW","ncGTWinput"
"ncGTW","ncGTWoutput"
"ncGTW","ncGTWwarp"
"NCIgraph","NCIgraph"
"NetPathMiner","pathway"
"netresponse","NetResponseModel"
"netZooR","monsterAnalysis"
"netZooR","panda"
"ngsReports","FastpDataList"
"ngsReports",".FastpFile"
"ngsReports","FastqcDataList"
"ngsReports",".FastqcFile"
"ngsReports","PwfCols"
"ngsReports","TheoreticalGC"
"nipalsMCIA","NipalsResult"
"NOISeq","Biodetection"
"NOISeq","CD"
"NOISeq","CountsBio"
"NOISeq","GCbias"
"NOISeq","lengthbias"
"NOISeq","Saturation"
"NOISeq","PCA"
"NOISeq","myInfo"
"NOISeq","Output"
"NormalyzerDE","NormalyzerDataset"
"NormalyzerDE","NormalyzerEvaluationResults"
"NormalyzerDE","NormalyzerResults"
"NormalyzerDE","NormalyzerStatistics"
"normr","NormRCountConfig"
"normr","NormRFit"
"npGSEA","npGSEAResultNorm"
"npGSEA","npGSEAResultNormCollection"
"npGSEA","npGSEAResultBeta"
"npGSEA","npGSEAResultBetaCollection"
"npGSEA","npGSEAResultChiSq"
"npGSEA","npGSEAResultChiSqCollection"
"NxtIRFcore","NxtSE"
"NxtIRFcore","NxtFilter"
"oligo","oligoPLM"
"oligoClasses","DBPDInfo"
"oligoClasses","GenericPDInfo"
"oligoClasses","SNPPDInfo"
"oligoClasses","SNPCNVPDInfo"
"oligoClasses","ExpressionPDInfo"
"oligoClasses","TilingPDInfo"
"oligoClasses","stArrayDBPDInfo"
"oligoClasses","ExonPDInfo"
"oligoClasses","GenePDInfo"
"oligoClasses","HTAPDInfo"
"oligoClasses","AffyTilingPDInfo"
"oligoClasses","AffyExpressionPDInfo"
"oligoClasses","AffyGenePDInfo"
"oligoClasses","AffyExonPDInfo"
"oligoClasses","AffySTPDInfo"
"oligoClasses","AffyHTAPDInfo"
"oligoClasses","AffySNPPDInfo"
"oligoClasses","AffySNPCNVPDInfo"
"oligoClasses","NgsExpressionPDInfo"
"oligoClasses","NgsTilingPDInfo"
"oligoClasses","FeatureSet"
"oligoClasses","GenericFeatureSet"
"oligoClasses","ExpressionFeatureSet"
"oligoClasses","SnpFeatureSet"
"oligoClasses","SnpCnvFeatureSet"
"oligoClasses","TilingFeatureSet"
"oligoClasses","ExonFeatureSet"
"oligoClasses","GeneFeatureSet"
"oligoClasses","HTAFeatureSet"
"oligoClasses","AlleleSet"
"oligoClasses","SnpSuperSet"
"oligoClasses","GenomeAnnotatedDataFrame"
"oligoClasses","gSet"
"oligoClasses","SnpSet2"
"oligoClasses","SnpSet2"
"oligoClasses","oligoSnpSet"
"oligoClasses","CopyNumberSet"
"oligoClasses","BeadStudioSet"
"oligoClasses","BafLrrSet"
"oligoClasses","SomeClass"
"oligoClasses","CNSet"
"oligoClasses","CNSetLM"
"oligoClasses","gSetList"
"oligoClasses","BeadStudioSetList"
"oligoClasses","BafLrrSetList"
"oligoClasses","oligoSetList"
"oligoClasses","RangedDataCopyNumber"
"oligoClasses","RangedDataCNV"
"oligoClasses","RangedDataCBS"
"oligoClasses","RangedDataHMM"
"oligoClasses","GRangesHMM"
"oligoClasses","GRangesHMMList"
"oligoClasses","GRangesList"
"ontoProc","TermSet"
"openCyto","ocRectangleGate"
"openCyto","ocRectRefGate"
"openCyto","gatingTemplate"
"openCyto","fcFilter"
"openCyto","fcPolygonGate"
"openCyto","fcEllipsoidGate"
"openCyto","fcRectangleGate"
"openCyto","fcFilterList"
"openCyto","fcTree"
"openCyto","gtMethod"
"openCyto","ppMethod"
"openCyto","refGate"
"openCyto","dummyMethod"
"openCyto","boolMethod"
"openCyto","polyFunctions"
"openCyto","gtPopulation"
"openCyto","gtSubsets"
"openPrimeR","AbstractConstraintSettings"
"openPrimeR","ConstraintSettings"
"openPrimeR","CoverageConstraints"
"openPrimeR","ConstraintOptions"
"openPrimeR","PCR_Conditions"
"openPrimeR","Primers"
"openPrimeR","DesignSettings"
"openPrimeR","Templates"
"oppar","OPPARList"
"ORFik","covRle"
"ORFik","covRleList"
"ORFik","experiment"
"Organism.dplyr","BasicFilter"
"OrganismDbi","MultiDb"
"OrganismDbi","OrganismDb"
"OSAT","gArray"
"OSAT","gSlide"
"OSAT","BeadChip"
"OSAT","gPlate"
"OSAT","gPlate"
"OSAT","BeadPlate"
"OSAT","gAssembly"
"OSAT","gAssembly"
"OSAT","gContainer"
"OSAT","MSAroboticPlate"
"OSAT","gSample"
"OSAT","gExperimentSetup"
"OSAT","gExperimentSetup"
"OTUbase",".ShortReadBase"
"OTUbase",".OTUbase"
"OTUbase",".OTUset"
"OTUbase","OTUsetF"
"OTUbase","OTUsetQ"
"OTUbase","OTUsetB"
"OTUbase",".TAXset"
"OTUbase","TAXsetB"
"OTUbase","TAXsetF"
"OTUbase","TAXsetQ"
"OUTRIDER","OutriderDataSet"
"padma","padmaResults"
"pandaR","panda"
"Path2PPI",".ReferenceSpecies"
"Path2PPI",".ReferenceContainer"
"Path2PPI",".TargetSpecies"
"Path2PPI","Path2PPI"
"pathRender","coloredGraph"
"pathRender","pwayGraph"
"pathRender","coloredGraph"
"pathVar","geneDistributionSet"
"pathVar","geneDistributionSet2"
"pathVar","geneDistributionSet3"
"pathVar","significantPathway"
"pathVar","significantPathway2"
"pathVar","significantPathway3"
"pathVar","geneSet"
"pathwayPCA","OmicsCateg"
"pathwayPCA","OmicsReg"
"pathwayPCA","OmicsSurv"
"pcaMethods","nlpcaNet"
"pcaMethods","pcaRes"
"pcaMethods","nniRes"
"pcxn","pcxn"
"PDATK","ClinicalModel"
"PDATK","CohortList"
"PDATK","ConsensusMetaclusteringModel"
"PDATK","CoxModel"
"PDATK","GeneFuModel"
"PDATK","ModelComparison"
"PDATK","NCSModel"
"PDATK","PCOSP"
"PDATK","RGAModel"
"PDATK","RLSModel"
"PDATK","S4Model"
"PDATK","SurvivalExperiment"
"PDATK","SurvivalModel"
"pdInfoBuilder","PDInfoPkgSeed"
"pdInfoBuilder","GenericPDInfoPkgSeed"
"pdInfoBuilder","AffymetrixPDInfoPkgSeed"
"pdInfoBuilder","NimbleGenPDInfoPkgSeed"
"pdInfoBuilder","AffySNPPDInfoPkgSeed2"
"pdInfoBuilder","AffySNPPDInfoPkgSeed"
"pdInfoBuilder","AffySNPCNVPDInfoPkgSeed2"
"pdInfoBuilder","AffySNPCNVPDInfoPkgSeed"
"pdInfoBuilder","AffyTilingPDInfoPkgSeed"
"pdInfoBuilder","AffyGeneric1PDInfoPkgSeed"
"pdInfoBuilder","AffySTPDInfoPkgSeed"
"pdInfoBuilder","AffyExonPDInfoPkgSeed"
"pdInfoBuilder","AffyGenePDInfoPkgSeed"
"pdInfoBuilder","AffyHTAPDInfoPkgSeed"
"pdInfoBuilder","AffyExpressionPDInfoPkgSeed"
"pdInfoBuilder","AffyMiRNAPDInfoPkgSeed"
"pdInfoBuilder","AffyClariomSPDInfoPkgSeed"
"pdInfoBuilder","NgsTilingPDInfoPkgSeed"
"pdInfoBuilder","NgsExpressionPDInfoPkgSeed"
"peakPantheR","peakPantheRAnnotation"
"Pedixplorer","Ped"
"Pedixplorer","Rel"
"Pedixplorer","Hints"
"Pedixplorer","Scales"
"Pedixplorer","Pedigree"
"tests","testClass"
"tests","testClass2"
"tests","testClass2"
"tests","testClass3"
"tests","testClass2"
"pepStat","peptideSet"
"PFP","PFP"
"PFP","PFPRefnet"
"PharmacoGx","PharmacoSig"
"PharmacoGx","PharmacoSet"
"phemd","Phemd"
"phenoTest","epheno"
"phenoTest","gseaSignatures"
"phenoTest","gseaSignaturesSign"
"phenoTest","gseaSignaturesVar"
"phenoTest","gseaSignificanceSign"
"phenoTest","gseaSignificanceVar"
"phenoTest","gseaDataSign"
"phenoTest","gseaData"
"PhIPData","PhIPData"
"PhosR","PhosphoExperiment"
"phyloseq","otu_table"
"phyloseq","sample_data"
"phyloseq","taxonomyTable"
"PICS","pics"
"PICS","picsError"
"PICS","picsList"
"PICS","segReads"
"PICS","segReadsList"
"PICS","segReadsPE"
"PICS","segReadsListPE"
"PING","ping"
"PING","pingError"
"PING","pingList"
"PIUMA","TDAobj"
"plethy","BuxcoDB"
"plethy","CurDbTabs"
"plethy","RetList"
"plyinteractions","DelegatingGInteractions"
"plyinteractions","GroupedGInteractions"
"plyinteractions","PinnedGInteractions"
"plyinteractions","AnchoredPinnedGInteractions"
"plyranges","AnchoredGenomicRanges"
"plyranges","DelegatingIntegerRanges"
"plyranges","AnchoredIntegerRanges"
"plyranges","DeferredGenomicRanges"
"plyranges","GroupedGenomicRanges"
"plyranges","GroupedIntegerRanges"
"plyranges","FileOperator"
"plyranges","BamFileOperator"
"podkat","NullModel"
"podkat","VariantInfo"
"podkat","GenotypeMatrix"
"podkat","AssocTestResult"
"podkat","AssocTestResultRanges"
"pogos","DRProfile"
"pogos","DRProfSet"
"pogos","DRTraceSet"
"pram","Param"
"pram","Transcript"
"prebs","CDFName"
"PrecisionTrialDrawer","CancerPanel"
"PREDA","GenomicAnnotations"
"PREDA","GenomicAnnotationsForPREDA"
"PREDA","StatisticsForPREDA"
"PREDA","DataForPREDA"
"PREDA","PREDAResults"
"PREDA","PREDADataAndResults"
"PREDA","GenomicRegions"
"procoil","CCModel"
"procoil","CCProfile"
"proDA","proDAFit"
"profileplyr","profileplyr"
"profileScoreDist","ProfileDist"
"projectR","rotatoR"
"projectR","correlateR"
"projectR","cluster2pattern"
"pRoloc","AnnotationParams"
"pRoloc","ClustDist"
"pRoloc","ClustDistList"
"pRoloc","ClustRegRes"
"pRoloc","MAPParams"
"pRoloc","MCMCChains"
"pRoloc","MCMCSummary"
"pRoloc","MCMCParams"
"pRoloc","ComponentParam"
"pRoloc","MCMCChain"
"pRoloc","ThetaRegRes"
"pRoloc","GenRegRes"
"pRoloc","MartInstance"
"pRoloc","MartInstanceList"
"pRoloc","QSep"
"pRoloc","SpatProtVis"
"ProtGenerics","Param"
"ProtGenerics","ProcessingStep"
"PSMatch","ConnectedComponents"
"PSMatch","PSM"
"pulsedSilac","SilacProteomicsExperiment"
"puma","pumaPCAModel"
"puma","pumaPCAExpectations"
"puma","pumaPCARes"
"puma","DEResult"
"puma","exprReslt"
"Pviz","DTrack"
"Pviz","ATrack"
"Pviz","ProbeTrack"
"Pviz","ProteinSequenceTrack"
"Pviz","ProteinAxisTrack"
"Pviz","CladeTrack"
"pwalign","AlignedXStringSet0"
"pwalign","AlignedXStringSet"
"pwalign","QualityAlignedXStringSet"
"pwalign","InDel"
"pwalign","PairwiseAlignments"
"pwalign","PairwiseAlignmentsSingleSubject"
"pwalign","PairwiseAlignmentsSingleSubjectSummary"
"PWMEnrich","PWM"
"PWMEnrich","PWMLognBackground"
"PWMEnrich","PWMCutoffBackground"
"PWMEnrich","PWMEmpiricalBackground"
"PWMEnrich","PWMGEVBackground"
"PWMEnrich","MotifEnrichmentResults"
"PWMEnrich","MotifEnrichmentReport"
"qcmetrics","QcMetadata"
"qcmetrics","QcMetric"
"qcmetrics","QcMetrics"
"QDNAseq","QDNAseqSignals"
"QDNAseq","QDNAseqReadCounts"
"QDNAseq","QDNAseqCopyNumbers"
"QFeatures","AssayLink"
"QFeatures","AssayLinks"
"QFeatures","QFeatures"
"QFeatures","CharacterVariableFilter"
"QFeatures","NumericVariableFilter"
"qpcrNorm","qpcrBatch"
"qpgraph","graphParam"
"qpgraph","markedGraphParam"
"qpgraph","erGraphParam"
"qpgraph","dRegularGraphParam"
"qpgraph","erMarkedGraphParam"
"qpgraph","dRegularMarkedGraphParam"
"qpgraph","UGgmm"
"qpgraph","UGgmmSummary"
"qpgraph","HMgmm"
"qpgraph","HMgmmSummary"
"qpgraph","eQTLcrossParam"
"qpgraph","eQTLcross"
"qpgraph","eQTLnetworkEstimationParam"
"qpgraph","qpGraph"
"qpgraph","eQTLnetwork"
"qpgraph","SsdMatrix"
"qrqc","SequenceSummary"
"qrqc","FASTASummary"
"qrqc","FASTQSummary"
"QTLExperiment","QTLExperiment"
"QuasR","qProject"
"QUBIC","BCQUD"
"qusage","QSarray"
"qusage","QScomb"
"R3CPET","ChiapetExperimentData"
"R3CPET","NetworkCollection"
"R3CPET","HLDAResult"
"R3CPET","ChromMaintainers"
"r3Cseq","repbaseEnzyme"
"R453Plus1Toolbox","Roche454BaseCallerMetrics"
"R453Plus1Toolbox","Roche454QualityFilterMetrics"
"R453Plus1Toolbox","AnnotatedVariants"
"R453Plus1Toolbox","Breakpoints"
"R453Plus1Toolbox","AVASet"
"R453Plus1Toolbox","MapperSet"
"R453Plus1Toolbox","SFFRead"
"R453Plus1Toolbox","SFFContainer"
"RadioGx","RadioSet"
"RadioGx","RadioSig"
"randPack","PatientID"
"randPack","ClinicalExperiment"
"randPack","ClinicalTrial"
"randPack","RandomizerDesc"
"randPack","MinimizationDesc"
"randPack","ForcedAllocDesc"
"randPack","PermutedBlockDesc"
"randPack","RandomDesc"
"randPack","UrnDesc"
"randPack","EfronBiasedCoinDesc"
"randPack","Randomizer"
"randPack","Random"
"randPack","PermutedBlock"
"randPack","Urn"
"randPack","Minimization"
"randPack","EfronBiasedCoin"
"randPack","PatientData"
"randPack","allocParms"
"randPack","seedStruct"
"randPack","trialBase"
"randPack","unsetAllocParms"
"randPack","permBlockParms"
"randPack","efronBiasedCoinParms"
"randRotation","initRandrot"
"randRotation","initRandrotW"
"randRotation","initBatchRandrot"
"randRotation","rotateStat"
"Rarr","ZarrMatrix"
"RBioFormats","AnnotatedImage"
"RBioFormats","AnnotatedImageList"
"RBioFormats","ImageMetadata"
"RBioFormats","ImageMetadataList"
"rCGH","rCGH-Agilent"
"rCGH","rCGH-SNP6"
"rCGH","rCGH-cytoScan"
"rCGH","rCGH-oncoScan"
"rCGH","rCGH-generic"
"RcisTarget","aucScores"
"Rcwl","InputArrayParam"
"Rcwl","InputParam"
"Rcwl","InputParamList"
"Rcwl","OutputArrayParam"
"Rcwl","OutputParam"
"Rcwl","OutputParamList"
"Rcwl","cwlProcess"
"Rcwl","stepInParam"
"Rcwl","stepInParamList"
"Rcwl","cwlStep"
"Rcwl","cwlStepList"
"Rcwl","cwlWorkflow"
"RcwlPipelines","cwlHub"
"RCyjs","RCyjs"
"ReactomeGSA","ReactomeAnalysisRequest"
"ReactomeGSA","ReactomeAnalysisResult"
"ReadqPCR","qPCRBatch"
"ReadqPCR","CyclesSet"
"RedeR","RedPort"
"RedisParam","RedisManager"
"regioneReloaded","genoMatriXeR"
"regioneReloaded","multiLocalZScore"
"regsplice","RegspliceData"
"regsplice","RegspliceResults"
"REMP","REMParcel"
"REMP","REMProduct"
"Repitools",".CoverageSamples"
"Repitools","ScoresList"
"Repitools","ClusteredScoresList"
"Repitools","GCAdjustParams"
"Repitools","CopyEstimate"
"Repitools","AdjustedCopyEstimate"
"Repitools","RegionStats"
"Repitools","ChromaResults"
"Repitools","QdnaData"
"Repitools","BayMethList"
"Repitools","FastQC"
"Repitools","SequenceQC"
"Repitools","SequenceQCSet"
"ReportingTools","ReportHandlers"
"ReportingTools","BaseReport"
"ReportingTools","HTMLReport"
"ReportingTools","CSVFile"
"ReportingTools","DataPackage"
"ResidualMatrix","ResidualMatrixSeed"
"ResidualMatrix","ResidualMatrix"
"inst","RESTfulSummarizedExperiment"
"restfulSE","BQ3_Source"
"restfulSE","BQ3_ArraySeed"
"restfulSE","BQ3_Array"
"restfulSE","BQ3_Matrix"
"restfulSE","BQM_Source"
"restfulSE","BQM_ArraySeed"
"restfulSE","BQM_Array"
"restfulSE","BQM_Matrix"
"restfulSE","TableSet"
"restfulSE","BQSummarizedExperiment"
"ReUseData","dataHub"
"ReUseData","recipeHub"
"rGADEM","parameters"
"rGADEM","align"
"rGADEM","motif"
"rGADEM","gadem"
"RGMQL","GMQLDataset"
"Rgraphviz","xyPoint"
"Rgraphviz","AgTextLabel"
"Rgraphviz","boundingBox"
"Rgraphviz","AgNode"
"Rgraphviz","AgEdge"
"Rgraphviz","BezierCurve"
"Rgraphviz","Ragraph"
"Rgraphviz","pNode"
"Rgraphviz","pEdge"
"rGREAT","GreatJob"
"rGREAT","GreatObject"
"rhdf5","H5IdComponent"
"rhdf5","H5Ref"
"rhdf5","H5Enum"
"inst","H5S_ArraySeed"
"inst","H5S_Array"
"inst","H5S_Matrix"
"inst","H5S_source"
"inst","H5S_linkset"
"inst","H5S_dataset"
"rhdf5client","HSDSDataset"
"rhdf5client","HSDSFile"
"rhdf5client","HSDSArraySeed"
"rhdf5client","HSDSArray"
"rhdf5client","HSDSMatrix"
"rhdf5client","HSDSSource"
"riboSeqR","riboCoding"
"riboSeqR","riboData"
"Ringo","cher"
"Ringo","probeAnno"
"Ringo","qop"
"Risa","ISATab"
"Risa","AssayTab"
"Risa","MSAssayTab"
"Risa","MicroarrayAssayTab"
"Risa","SeqAssayTab"
"Risa","NMRAssayTab"
"Rmagpie","cvErrorRate"
"Rmagpie","errorRate1stLayerCV"
"Rmagpie","selectedGenesPerOneOption"
"Rmagpie","frequencyGenes"
"Rmagpie","frequencyTopGenePerOneModel"
"Rmagpie","selectedGenes1stLayerCV"
"Rmagpie","resultSingle1LayerCV"
"Rmagpie","resultRepeated1LayerCV"
"Rmagpie","cvErrorRate2ndLayer"
"Rmagpie","errorRate2ndLayerCV"
"Rmagpie","selectedGenes"
"Rmagpie","selectedGenes2ndLayerCV"
"Rmagpie","result2LayerCV"
"Rmagpie","resultRepeated2LayerCV"
"Rmagpie","dataset"
"Rmagpie","featureSelectionOptions"
"Rmagpie","geneSubsets"
"Rmagpie","thresholds"
"Rmagpie","finalClassifier"
"Rmagpie","assessment"
"RMassBank","RmbSpectraSet"
"RMassBank","msmsWorkspace"
"RMassBank","msmsWorkspace"
"RMassBank","mbWorkspace"
"RMassBank","RmbSpectrum2"
"RMassBank","RmbSpectrum2"
"RMassBank","RmbSpectrum2List"
"RMassBank","RmbSpectraSet"
"RMassBank","RmbSpectraSetList"
"Rmmquant","RmmquantClass"
"RNAinteract","RNAinteract"
"RNAmodR.AlkAnilineSeq","ModAlkAnilineSeq"
"RNAmodR.AlkAnilineSeq","ModSetAlkAnilineSeq"
"RNAmodR.ML","ModMLExample"
"RNAmodR.ML","ModifierML"
"RNAmodR.ML","RNAModifierML"
"RNAmodR.ML","DNAModifierML"
"RNAmodR.ML","ModMLExample"
"RNAmodR.ML","ModifierMLkeras"
"RNAmodR.ML","ModifierMLexample"
"RNAmodR.ML","ModifierMLModel"
"RNAmodR.ML","ModifierMLexample"
"RNAmodR.ML","ModifierMLranger"
"tests","ModMLExample"
"tests","ModifierMLexample"
"tests","ModifierMLexample"
"RNAmodR.RiboMethSeq","ModRiboMethSeq"
"RNAmodR.RiboMethSeq","ModSetRiboMethSeq"
"RNAmodR","SequenceModRNAStringSetTrack"
"RNAmodR","SequenceModDNAStringSetTrack"
"RNAmodR","Modifier"
"RNAmodR","RNAModifier"
"RNAmodR","DNAModifier"
"RNAmodR","ModInosine"
"RNAmodR","ModSetInosine"
"RNAmodR","ModifierSet"
"RNAmodR","ModExample"
"RNAmodR","ModSetExample"
"RNAmodR","SequenceData"
"RNAmodR","SequenceDataList"
"RNAmodR","SequenceDataSet"
"tests","Mo2dInosine2"
"tests","InosineMod2"
"RnBeads","BigFfMat"
"RnBeads","ClusterArchitecture"
"RnBeads","ClusterArchitectureLSF"
"RnBeads","ClusterArchitectureSGE"
"RnBeads","ClusterArchitectureSLURM"
"RnBeads","RnBeadClustering"
"RnBeads","RnBClusterRun"
"RnBeads","Report"
"RnBeads","ReportPlot"
"RnBeads","ReportGgPlot"
"RnBeads","RnBDiffMeth"
"RnBeads","RnBeadRawSet"
"RnBeads","RnBeadSet"
"RnBeads","RnBiseqSet"
"RnBeads","RnBSet"
"Rnits","Rnits"
"roar","RoarDataset"
"roar","RoarDatasetMultipleAPA"
"roar","ApaFragmentPrePost"
"ROC","rocc"
"rols","CVParam"
"rols","OlsSearch"
"rols","Ontology"
"rols","Ontologies"
"rols","Property"
"rols","Properties"
"rols","Term"
"rols","Terms"
"ROntoTools","peRes"
"ROntoTools","pePathway"
"ROntoTools","pDisRes"
"ROntoTools","pDisPathway"
"RPA","rpa.list"
"rprimer","RprimerProfile"
"rprimer","RprimerOligo"
"rprimer","RprimerAssay"
"rprimer","RprimerMatchOligo"
"rprimer","RprimerMatchAssay"
"rpx","PXDataset"
"rpx","PXDataset2"
"Rqc","RqcResultSet"
"rqt","rqt"
"rqubic","QUBICBiclusterSet"
"Rsamtools","ScanBamParam"
"Rsamtools","BamViews"
"Rsamtools","ScanBVcfParam"
"Rsamtools","ScanBcfParam"
"Rsamtools","ApplyPileupsParam"
"Rsamtools","RsamtoolsFileList"
"Rsamtools","BamFileList"
"Rsamtools","BcfFileList"
"Rsamtools","TabixFileList"
"Rsamtools","FaFileList"
"Rsamtools","PileupFiles"
"Rsamtools","PileupParam"
"rsbml","Describable"
"rsbml","SBase"
"rsbml","Dimensions"
"rsbml","Point"
"rsbml","Rule"
"rsbml","StoichiometryMath"
"rsbml","BoundingBox"
"rsbml","CompartmentType"
"rsbml","Curve"
"rsbml","EventAssignment"
"rsbml","GraphicalObject"
"rsbml","AlgebraicRule"
"rsbml","LineSegment"
"rsbml","ModelCreator"
"rsbml","ModelHistory"
"rsbml","SimpleSpeciesReference"
"rsbml","SpeciesReference"
"rsbml","SpeciesReferenceGlyph"
"rsbml","SpeciesType"
"rsbml","AssignmentRule"
"rsbml","Trigger"
"rsbml","Compartment"
"rsbml","CompartmentGlyph"
"rsbml","CompartmentVolumeRule"
"rsbml","Constraint"
"rsbml","CubicBezier"
"rsbml","CVTerm"
"rsbml","Delay"
"rsbml","Event"
"rsbml","FunctionDefinition"
"rsbml","InitialAssignment"
"rsbml","KineticLaw"
"rsbml","Layout"
"rsbml","Model"
"rsbml","ModifierSpeciesReference"
"rsbml","Parameter"
"rsbml","ParameterRule"
"rsbml","SBMLProblems"
"rsbml","SBMLProblem"
"rsbml","SBMLFatal"
"rsbml","SBMLError"
"rsbml","SBMLWarning"
"rsbml","SBMLInfo"
"rsbml","RateRule"
"rsbml","Reaction"
"rsbml","ReactionGlyph"
"rsbml","SBML"
"rsbml","ExperimentProtocol"
"rsbml","ExperimentDesign"
"rsbml","ExperimentSubject"
"rsbml","ExperimentResult"
"rsbml","Experiment"
"rsbml","SOSProtocol"
"rsbml","SOSDesign"
"rsbml","SOSSubject"
"rsbml","SOSResult"
"rsbml","SOSExperiment"
"rsbml","Species"
"rsbml","SpeciesConcentrationRule"
"rsbml","SpeciesGlyph"
"rsbml","TextGlyph"
"rsbml","Unit"
"rsbml","UnitDefinition"
"rScudo","ScudoResults"
"RTCA","RTCAtimeline"
"RTCA","RTCAhistory"
"RTCA","RTCA"
"RTCA","rtcaWatershed"
"RTCA","RTCA"
"RTCGAToolbox","FirehoseCGHArray"
"RTCGAToolbox","FirehoseMethylationArray"
"RTCGAToolbox","FirehosemRNAArray"
"RTCGAToolbox","FirehoseGISTIC"
"RTCGAToolbox","FirehoseData"
"RTCGAToolbox","DGEResult"
"RTCGAToolbox","CorResult"
"RTNsurvival","TNS"
"Rtpca","tpcaResult"
"rtracklayer","BEDFile"
"rtracklayer","BEDGraphFile"
"rtracklayer","BED15File"
"rtracklayer","BEDPEFile"
"rtracklayer","NarrowPeakFile"
"rtracklayer","BroadPeakFile"
"rtracklayer","Bed15TrackLine"
"rtracklayer","BigBedFile"
"rtracklayer","BBFile"
"rtracklayer","BigBedSelection"
"rtracklayer","BigWigFile"
"rtracklayer","BWFile"
"rtracklayer","BigWigFileList"
"rtracklayer","BigWigSelection"
"rtracklayer","BrowserSession"
"rtracklayer","BrowserView"
"rtracklayer","BrowserViewList"
"rtracklayer","ChainBlock"
"rtracklayer","Chain"
"rtracklayer","ChainFile"
"rtracklayer","FastaFile"
"rtracklayer","GFFFile"
"rtracklayer","GFF1File"
"rtracklayer","GFF2File"
"rtracklayer","GFF3File"
"rtracklayer","GTFFile"
"rtracklayer","GVFFile"
"rtracklayer","Quickload"
"rtracklayer","QuickloadGenome"
"rtracklayer","TrackDb"
"rtracklayer","TrackContainer"
"rtracklayer","Track"
"rtracklayer","Genome"
"rtracklayer","GenomeContainer"
"rtracklayer","TrackHub"
"rtracklayer","TrackHubGenome"
"rtracklayer","TabSeparatedFile"
"rtracklayer","TwoBitFile"
"rtracklayer","2BitFile"
"rtracklayer","UCSCSession"
"rtracklayer","UCSCTableQuery"
"rtracklayer","UCSCSchema"
"rtracklayer","UCSCView"
"rtracklayer","UCSCTrackModes"
"rtracklayer","TrackLine"
"rtracklayer","BasicTrackLine"
"rtracklayer","GraphTrackLine"
"rtracklayer","UCSCData"
"rtracklayer","UCSCFile"
"rtracklayer","ucscCart"
"rtracklayer","ucscTracks"
"rtracklayer","WIGFile"
"Rtreemix","RtreemixData"
"Rtreemix","RtreemixModel"
"Rtreemix","RtreemixSim"
"Rtreemix","RtreemixStats"
"Rtreemix","RtreemixGPS"
"S4Arrays","tile"
"S4Arrays","Array"
"S4Arrays","ArrayViewport"
"S4Arrays","DummyArrayViewport"
"S4Arrays","SafeArrayViewport"
"S4Arrays","ArrayGrid"
"S4Arrays","DummyArrayGrid"
"S4Arrays","ArbitraryArrayGrid"
"S4Arrays","RegularArrayGrid"
"inst","AaronStuff"
"S4Vectors","Annotated"
"S4Vectors","DataFrame"
"S4Vectors","DFrame"
"S4Vectors","DataFrameFactor"
"S4Vectors","Factor"
"S4Vectors","FilterRules"
"S4Vectors","FilterClosure"
"S4Vectors","GenericFilterClosure"
"S4Vectors","StandardGenericFilterClosure"
"S4Vectors","FilterResults"
"S4Vectors","FilterMatrix"
"S4Vectors","Hits"
"S4Vectors","SelfHits"
"S4Vectors","SortedByQueryHits"
"S4Vectors","SortedByQuerySelfHits"
"S4Vectors","HitsList"
"S4Vectors","SelfHitsList"
"S4Vectors","SortedByQueryHitsList"
"S4Vectors","SortedByQuerySelfHitsList"
"S4Vectors","List"
"S4Vectors","LLint"
"S4Vectors","Pairs"
"S4Vectors","RectangularData"
"S4Vectors","Rle"
"S4Vectors","RleNSBS"
"S4Vectors","A"
"S4Vectors","SimpleList"
"S4Vectors","NSBS"
"S4Vectors","NativeNSBS"
"S4Vectors","RangeNSBS"
"S4Vectors","TransposedDataFrame"
"S4Vectors","Vector"
"safe","SAFE"
"SamSPECTRAL","ClusteringResult"
"sangeranalyseR","ChromatogramParam"
"sangeranalyseR","ObjectResults"
"sangeranalyseR","QualityReport"
"sangeranalyseR","SangerAlignment"
"sangeranalyseR","SangerContig"
"sangerseqR","sangerseq"
"sangerseqR","abifHeader"
"sangerseqR","abifDirectory"
"sangerseqR","abif"
"sangerseqR","scfHeader"
"sangerseqR","scf"
"satuRn","StatModel"
"savR","illuminaRead"
"savR","illuminaFlowCellLayout"
"savR","savData"
"savR","savProject"
"savR","savFormat"
"savR","savCorrectedIntensityFormat"
"savR","savQualityFormat"
"savR","savQualityFormatV5"
"savR","savTileFormat"
"savR","savExtractionFormat"
"savR","savErrorFormat"
"savR","savParser"
"SBGNview","glyph"
"SBGNview","port"
"SBGNview","arc"
"SBGNview","spline"
"SBGNview","spline.arc"
"SBGNview","macromolecule.sbgn"
"SBGNview","entity.sbgn"
